filename	acq_time	operator	randstr
anat/sub-30_T1w.nii.gz	2022-03-31T16:31:33.787500	n/a	5edf89da
func/sub-30_task-localizer_run-001_bold.nii.gz	2022-03-31T16:39:43.055000	n/a	0e84e30d
func/sub-30_task-main_run-001_bold.nii.gz	2022-03-31T16:48:04.307500	n/a	b8acbe2e
func/sub-30_task-main_run-002_bold.nii.gz	2022-03-31T16:56:32.250000	n/a	d47ee5d7
func/sub-30_task-main_run-003_bold.nii.gz	2022-03-31T17:05:06.245000	n/a	ad393640
func/sub-30_task-main_run-004_bold.nii.gz	2022-03-31T17:13:33.247500	n/a	91299f80
func/sub-30_task-main_run-005_bold.nii.gz	2022-03-31T17:22:14.257500	n/a	bd586ab7
func/sub-30_task-main_run-006_bold.nii.gz	2022-03-31T17:30:38.245000	n/a	02730566
func/sub-30_task-main_run-007_bold.nii.gz	2022-03-31T17:39:08.247500	n/a	6a2f226a
func/sub-30_task-main_run-008_bold.nii.gz	2022-03-31T17:47:33.237500	n/a	352d5bf2
func/sub-30_task-main_run-009_bold.nii.gz	2022-03-31T17:56:03.255000	n/a	f389b823
func/sub-30_task-main_run-0010_bold.nii.gz	2022-03-31T18:04:30.257500	n/a	d4168f84
